,Age,Education Level,Race,Gender,householdSize,maritalStatus,Region,kidsInHH,employmentStatus,Hispanic,White,Black,nativeAmerican,asainIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,otherAsainEthnicity,Hawaiian,Guamanian,Samoan,otherPacificIslander,someOtherRace,politicalParty,Religion,Married,LGBTQ+,romanticPartner,partnersGender,sameGenderAsPartner,partnerHispanic,partnersRace,partnerChristian,partnersReligion,partnersAge,partnersEducationLevel,partnersPoliticalParty,livingWithPartner,ageMetPartner,ageRelationshipStarted,ageLivingTogether,ageMarried,relationshipLength,whoEarnsMore,sameHighSchool,sameCollege,sameHometown,parentsApprove,metAtWork,metAtSchool,metAtChurch,metViaInternetService,metOnVacation,metAtBar,metAtClubActivity,metAtParty,metOther,usedInternetSevice,familyIntroduced,friendsIntroduced,coworkersIntroduced,classmateIntroduced,neighborsIntroduced,selfIntroduced,otherIntroduced,qualityOfRelationship,metOnline,metAsCoworkers,metThroughFriends,metThroughFamily,metThroughSigOther,metThroughNeighbor,metCollege,metMilitary,metChurch,metVoluntaryOrg,metAsCustomer,metInternetDating,metNetworking,metGaming,metInternetChat,metInternetCommunity,metInternetOther,metInPublic,metBlindDate,metAtSinglesServiceNonInternet,metOnBusiness,metAsWorkNeighbors,typeOfInternetMeeting,sameSexCouple,ageDifference,metThroughFriends,metThroughFamily,metAsNeighbors,metThroughCoworkers,partnersRace,partnersRegion,stillMarriedToPartner,livingWithPartner,howDidMarriageEnd,stillInRelationship,livingTogether,howDidRelationshipEnd,relationshipStatus
2600,21,"some college, no degree","other, non-hispanic",female,5,married,west,4,working - as a paid employee,"no, i am not",no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,other,none,"yes, i am married",,,male,,no (not latino or hispanic),asian or pacific islander,no,none,22.0,hs graduate or ged,"another party, please specify",yes,15.0,16.0,16.0,16.0,,partner earned more,different high school,,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"other, non-hispanic",west,,,,,,,
2601,39,masters degree,"white, non-hispanic",male,4,married,northeast,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,38.0,bachelor's degree,republican,yes,21.0,22.0,25.0,25.0,,i earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",northeast,yes,yes,,,,,Married
2602,31,bachelors degree,hispanic,male,3,never married,south,0,working - as a paid employee,"yes, south american",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,,no (not latino or hispanic),white,yes,other christian,34.0,"some college, no degree",republican,no,28.0,30.0,,,7 months - 1 year,partner earned more,different high school,attended same college or university,no,approve,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,south,,,,no,,we broke up,Never married
2603,19,"some college, no degree","white, non-hispanic",female,5,never married,south,2,not working - on temporary layoff from a job,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,male,,no (not latino or hispanic),white,yes,baptist - any denomination,20.0,hs graduate or ged,republican,yes,18.0,18.0,19.0,19.0,"more than 1 year, less than 2 years",partner earned more,different high school,,no,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2604,26,professional or doctorate degree,"other, non-hispanic",female,1,never married,northeast,0,working - as a paid employee,"no, i am not",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,democrat,jewish,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,jewish,28.0,professional or doctorate degree,democrat,yes,12.0,12.0,26.0,,,i earned more,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,fair,met offline,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"other, non-hispanic",northeast,,,,no,,,Living with partner
2605,27,masters degree,"black, non-hispanic",female,2,married,south,0,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,male,,no (not latino or hispanic),black or african american,yes,other christian,30.0,bachelor's degree,republican,yes,10.0,15.0,22.0,22.0,,i earned more,same high school,attended same college or university,yes,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,yes,yes,,,,,Married
2606,45,bachelors degree,"white, non-hispanic",female,1,divorced,northeast,0,not working - other,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,"yes, we are a same-sex couple","yes, other latino/hispanic",white,no,jewish,30.0,master's degree,democrat,no,44.0,44.0,,,"more than 1 year, less than 2 years",we earned about the same amount,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,15.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",south,,,,yes,no,,Divorced
2607,48,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,4,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"yes, i am married",,,male,,no (not latino or hispanic),white,no,other christian,64.0,hs graduate or ged,republican,yes,19.0,20.0,21.0,22.0,,partner earned more,different high school,,no,,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,16.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,
2608,34,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,married,west,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,baptist - any denomination,36.0,"some college, no degree",republican,yes,26.0,26.0,26.0,27.0,,i earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"yes, an internet chat room",no,no,no,no,no,yes,no,good,met online,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,different sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2609,39,bachelors degree,"white, non-hispanic",male,5,married,west,3,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,other christian,46.0,hs graduate or ged,republican,yes,23.0,23.0,23.0,24.0,,i earned more,different high school,,no,approve,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,7.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2610,63,associate degree,"white, non-hispanic",female,1,divorced,west,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,i have a romantic partner who is not yet a sexual partner,male,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",72.0,master's degree,democrat,no,62.0,63.0,,,7 months - 1 year,partner earned more,different high school,did not attend same college or university,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,yes,no,no,excellent,met offline,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,9.0,not met through friends,not met through family,met through or as neighbors,0.0,"white, non-hispanic",west,,,,no,,other (please describe),Divorced
2611,46,bachelors degree,"white, non-hispanic",male,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",52.0,bachelor's degree,independent,yes,33.0,34.0,36.0,44.0,,we earned about the same amount,different high school,did not attend same college or university,no,approve,no,no,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,6.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2612,25,bachelors degree,"white, non-hispanic",male,4,never married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,Never married
2613,58,high school graduate - high school diploma or the equivalent (ged),hispanic,male,3,married,south,1,working - as a paid employee,"yes, cuban",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",48.0,bachelor's degree,democrat,yes,39.0,39.0,40.0,40.0,,i earned more,different high school,,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,10.0,not met through friends,met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2614,36,masters degree,hispanic,female,1,never married,northeast,0,working - as a paid employee,"yes, puerto rican",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),other (please specify),no,catholic,28.0,hs graduate or ged,democrat,no,35.0,35.0,,,7 months - 1 year,i earned more,different high school,,no,do not know,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,fair,met offline,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,8.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,northeast,,,,no,,we broke up,Never married
2615,31,associate degree,"white, non-hispanic",male,3,married,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,29.0,associate degree,democrat,yes,21.0,22.0,25.0,27.0,,i earned more,same high school,did not attend same college or university,yes,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,meet through friends,not met through family,met through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2616,45,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,1,divorced,south,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,pentecostal,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,yes,baptist - any denomination,48.0,hs graduate or ged,republican,no,32.0,32.0,,,,partner earned more,different high school,,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,fair,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"2+ races, non-hispanic",south,,,,yes,no,,Divorced
2617,30,bachelors degree,hispanic,female,5,married,northeast,0,not working - other,"yes, other spanish/hispanic/latino",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"other non-christian, please specify:","yes, i am married",,,male,,no (not latino or hispanic),white,no,jewish,29.0,bachelor's degree,democrat,no,22.0,24.0,24.0,25.0,,partner earned more,different high school,attended same college or university,no,neither approve nor disapprove,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,very poor,met offline,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,northeast,no,,divorce,,,,Divorced
2618,58,11th grade,"black, non-hispanic",male,1,divorced,south,0,not working - disabled,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,"yes, other latino/hispanic",black or african american,yes,baptist - any denomination,58.0,12th grade no diploma,independent,yes,15.0,17.0,20.0,,,i earned more,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,no,yes,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,,,,yes,no,,
2619,44,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,married,midwest,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,30.0,hs graduate or ged,no preference,yes,29.0,31.0,31.0,32.0,,partner earned more,same high school,,yes,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,yes,no,fair,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,14.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,Married
2620,77,bachelors degree,"white, non-hispanic",male,2,married,midwest,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",72.0,bachelor's degree,republican,yes,15.0,23.0,24.0,24.0,,i earned more,different high school,attended same college or university,no,,no,no,yes,no,no,no,no,no,yes,"no, we did not meet through the internet",yes,no,no,no,no,no,no,excellent,met offline,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,not met through friends,met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,
2621,61,high school graduate - high school diploma or the equivalent (ged),hispanic,male,4,married,west,0,not working - retired,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,"yes, mexican, mexican american, chicano",white,no,catholic,62.0,associate degree,democrat,yes,26.0,27.0,27.0,27.0,,i earned more,different high school,,no,,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,west,yes,yes,,,,,Married
2622,31,high school graduate - high school diploma or the equivalent (ged),"other, non-hispanic",female,3,never married,south,0,working - as a paid employee,"no, i am not",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,republican,pentecostal,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,no,none,32.0,hs graduate or ged,no preference,no,27.0,27.0,,,,partner earned more,different high school,,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,fair,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,no,,we broke up,Never married
2623,38,bachelors degree,"black, non-hispanic",male,5,married,midwest,3,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,pentecostal,"yes, i am married",,,female,,no (not latino or hispanic),black or african american,yes,pentecostal,33.0,associate degree,democrat,yes,24.0,24.0,30.0,28.0,,i earned more,same high school,did not attend same college or university,yes,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"black, non-hispanic",midwest,yes,yes,,,,,Married
2624,21,"some college, no degree",hispanic,male,4,never married,west,0,not working - looking for work,"yes, other spanish/hispanic/latino",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,west,,,,,,,Never married
2625,45,bachelors degree,"white, non-hispanic",male,1,married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"other non-christian, please specify:","yes, i am married",,,female,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,"other non-christian, please specify",43.0,professional or doctorate degree,democrat,yes,16.0,16.0,22.0,22.0,,partner earned more,different high school,did not attend same college or university,yes,,no,no,no,no,no,no,yes,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,yes,yes,,,,,Married
2626,72,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,1,divorced,south,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,Divorced
2627,56,bachelors degree,hispanic,female,1,divorced,south,0,working - as a paid employee,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",61.0,12th grade no diploma,no preference,no,50.0,52.0,,,,i earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"yes, a different kind of internet service",no,yes,no,no,no,no,no,good,met online,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Mediated: Online connection was mediated by friends, family, or others",different sex couple,5.0,meet through friends,not met through family,met through or as neighbors,0.0,hispanic,south,,,,yes,no,,Divorced
2628,70,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,1,never married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",south,,,,,,,
2629,67,associate degree,hispanic,female,1,separated,northeast,0,not working - disabled,"yes, puerto rican",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,northeast,,,,,,,Separated
2630,75,9th grade,"white, non-hispanic",male,2,married,west,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,73.0,hs graduate or ged,democrat,yes,17.0,19.0,21.0,22.0,,i earned more,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,not met through friends,met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",west,yes,yes,,,,,Married
2631,57,masters degree,"white, non-hispanic",female,1,never married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"other non-christian, please specify:","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,56,"some college, no degree","black, non-hispanic",female,1,never married,west,0,not working - retired,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",west,,,,,,,Never married
2633,28,bachelors degree,"white, non-hispanic",male,1,never married,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,,no (not latino or hispanic),white,yes,other christian,32.0,"some college, no degree",republican,no,26.0,28.0,,,4-6 months,i earned more,different high school,did not attend same college or university,no,do not know,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,fair,,,,,,,,,,,,,,,,,,,,,,,,different sex couple,4.0,,,,,"white, non-hispanic",west,,,,no,,we broke up,Never married
2634,45,high school graduate - high school diploma or the equivalent (ged),hispanic,male,3,married,west,1,working - as a paid employee,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,49.0,"some college, no degree",no preference,yes,39.0,39.0,41.0,44.0,,i earned more,different high school,,no,approve,no,no,no,yes,no,no,no,no,no,"yes, a social networking site (like facebook or myspace)",no,no,no,no,no,yes,no,excellent,met online,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,different sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,west,,,,,,,Married
2635,48,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,5,married,midwest,3,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,baptist - any denomination,44.0,hs graduate or ged,no preference,yes,22.0,23.0,27.0,27.0,,i earned more,different high school,,no,approve,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,
2636,44,bachelors degree,"white, non-hispanic",female,2,divorced,south,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,catholic,45.0,bachelor's degree,republican,no,40.0,40.0,,,,partner earned more,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"yes, an internet dating or matchmaking site (like eharmony or match.com)",no,no,no,no,no,yes,no,good,met online,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,yes,no,,Divorced
2637,51,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,2,married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"yes, i am married",,,male,,no (not latino or hispanic),white,yes,other christian,54.0,hs graduate or ged,independent,yes,28.0,28.0,29.0,35.0,,partner earned more,different high school,,yes,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,yes,yes,,,,,
2638,34,bachelors degree,"white, non-hispanic",male,5,living with partner,midwest,3,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,jewish,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,34.0,hs graduate or ged,republican,yes,28.0,28.0,28.0,,,i earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"yes, an internet chat room",no,no,no,no,no,no,yes,excellent,met online,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,yes,yes,,Living with partner
